"ihdlkid","new_key","lake_area_ac","lake_perim_km","lake_order","lake_link_num","uplakes_n","uplakes_area_ac","downlakes_n","downlakes_area_ac","ws_area_km2","lake_area_km2","lake_area_m2","maxdepth_ft","meandepth_ft","maxdepth_m","meandepth_m","geom_ratio","ws_urban_prop","ws_forest_prop","ws_agriculture_prop","ws_shrub_prop","ws_wetland_prop","ws_slope_deg","ws_mean_elevation_m","lake_area_ha","dd_mean","surface_temp_mean"
152707085,NA,7.609073864,0.68,0,-99,-99,-99,-99,-99,0.0679,0.03,30792.2539112136,NA,NA,NA,NA,NA,0,0,0.78203,0,0.20471,3.03,276.778008,3.079,4838.85434655556,17.825595665
152707087,NA,5.570183246,0.68,0,-99,-99,-99,-99,-99,0.2674,0.02,22541.3105337704,NA,NA,NA,NA,NA,0.06881,0,0.89416,0,0.02917,1.5,279.723008,NA,NA,NA
152707089,"41-666",35.2211014,2.11,1,1,0,0,5,364.543495,1.6063,0.14,142532.076403221,NA,NA,NA,NA,NA,0.11598,0.45359,0.35274,0.00025,0.06854,2.59,291.945996,14.255,4718.97401516667,17.1861559722222
152707093,NA,8.787619682,0.94,0,-99,-99,-99,-99,-99,0.6376,0.04,35561.570482781,NA,NA,NA,NA,NA,0.07638,0.0069,0.8488,0,0.04486,2.37,276.674004,NA,NA,NA
152707094,"41-614",5.898465061,0.64,0,-99,-99,-99,-99,-99,0.2127,0.02,23869.7950750678,NA,NA,NA,NA,NA,0.09826,0.20639,0.46263,0,0.21862,2.32,282.405,2.387,4763.84558766667,17.7410905033333
152707096,"59-179",5.377126092,0.55,0,-99,-99,-99,-99,-99,0.0771,0.02,21760.0505523856,NA,NA,NA,NA,NA,0.20752,0.42412,0.26718,0,0.03372,1.48,275.825996,2.176,4850.20182605556,18.0120384927778
152707097,"59-211",10.15017315,0.94,0,-99,-99,-99,-99,-99,1.2178,0.04,41075.5256768241,NA,NA,NA,NA,NA,0.01322,0.55116,0.16218,0.02126,0.2452,2.87,263.494004,4.108,4819.24029894444,17.5484194227778
152707099,"41-665",42.53661943,2.06,1,1,1,35,4,322.006876,1.0353,0.17,172136.374205819,NA,NA,NA,NA,NA,0.11678,0.32223,0.48952,0,0.04907,2.68,283.630996,17.215,4708.18768861111,17.0874315133333
152707100,"41-663",32.74245275,1.48,1,0,0,0,3,313.586661,0.3927,0.13,132501.528671442,NA,NA,NA,NA,NA,0.0657,0.28266,0.51974,0.03183,0.06977,2.09,279.273008,13.251,4713.04832072222,17.1597055405556
152707101,"59-210",160.3317455,6.21,0,-99,-99,-99,-99,-99,6.2011,0.65,648827.427056776,19,9.78299372,5.79,2.98,4.9017791057123,0.11008,0.1923,0.58932,0.0204,0.07389,1.57,271.556992,64.988,5050.75454505556,17.5351515394444
152707104,"41-558",146.8457987,6.36,3,11,4,210,4,566.696095,1.5858,0.59,594252.756667071,42,20.28433302,12.8,6.18,2.1691162685826,0.24587,0.21478,0.32741,0.00769,0.13608,2.69,264.585,18.487,4757.65065027778,16.9528301861111
152707104,"41-558",146.8457987,6.36,3,11,4,210,4,566.696095,1.5858,0.59,594252.756667071,42,20.28433302,12.8,6.18,2.1691162685826,0.24587,0.21478,0.32741,0.00769,0.13608,2.69,264.585,40.415,5150.39385372222,16.8320138188889
152707104,"41-559",146.8457987,6.36,3,11,4,210,4,566.696095,1.5858,0.59,594252.756667071,50,19.19504536,15.24,5.85,1.82182993686728,0.24587,0.21478,0.32741,0.00769,0.13608,2.69,264.585,18.487,4757.65065027778,16.9528301861111
152707104,"41-559",146.8457987,6.36,3,11,4,210,4,566.696095,1.5858,0.59,594252.756667071,50,19.19504536,15.24,5.85,1.82182993686728,0.24587,0.21478,0.32741,0.00769,0.13608,2.69,264.585,40.415,5150.39385372222,16.8320138188889
152707105,"41-664",8.42021486,0.76,1,1,2,77,3,313.586661,0.8024,0.03,34074.7637084699,NA,NA,NA,NA,NA,0.02144,0.54686,0.14618,0.00785,0.27181,3.9,282.830996,3.408,4745.21301383333,17.6368294738889
152707110,NA,6.695513449,0.85,0,-99,-99,-99,-99,-99,0.6893,0.03,27095.2751770467,NA,NA,NA,NA,NA,0.03903,0.03786,0.68896,0,0.22226,1.34,271.61,2.71,4826.10024472222,17.6821542422222
152707112,NA,6.698682103,1.25,0,-99,-99,-99,-99,-99,0.2263,0.03,27108.098025171,NA,NA,NA,NA,NA,0,0,0.92178,0,0.07822,2.09,282.433008,2.711,4735.50671822222,17.4955239394444
152707115,"41-565",9.636618661,1.04,3,13,5,357,3,557.059476,0.1276,0.04,38997.283238234,27,14.21301873,8.23,4.33,1.70749229642628,0.11442,0.22806,0,0,0.53292,3.13,258.344004,3.901,4813.28565405556,17.60126236
152707116,"61-16",12.26496579,1.3,1,1,0,0,1,229.243083,0.5419,0.05,49633.6278985067,NA,NA,NA,NA,NA,0.02916,0.37276,0.16331,0.07862,0.34508,6.11,249.871992,4.964,4848.39561555556,17.2709565511111
152707117,"41-573",189.0799127,4.84,0,-99,-99,-99,-99,-99,3.1012,0.77,765164.957711141,20,7.67892011,6.1,2.34,4.84851711619484,0.18924,0.099,0.62624,0.01084,0.05498,2.73,267.38,76.128,5112.55533983333,17.6889323755556
152707120,"41-566",51.02135957,2.67,0,-99,-99,-99,-99,-99,2.0744,0.21,206472.257577597,40,17.65585798,12.2,5.38,1.74725219980205,0.11483,0.22951,0.61594,0.00202,0.02362,1.83,270.495,20.424,5176.37952038889,17.0970840727778
152707121,"41-620",16.71502096,1.41,1,0,0,0,2,524.285646,0.3849,0.07,67642.0256565902,NA,NA,NA,NA,NA,0.00234,0.735,0,0.00961,0.22759,2.61,282.155996,6.765,4755.36039694444,17.4650678077778
152707126,"41-691",9.513188973,0.81,0,-99,-99,-99,-99,-99,0.3106,0.04,38497.7903484278,NA,NA,NA,NA,NA,0.11977,0.29395,0.43045,0.00547,0.14199,3.58,280.308008,3.85,4829.65796994444,17.7319446011111
152707129,"41-815",10.71974013,0.85,0,-99,-99,-99,-99,-99,0.1561,0.04,43380.4383877625,NA,NA,NA,NA,NA,0.22678,0.00192,0,0.19603,0.15503,2.27,244.244004,4.338,4886.10575927778,17.7442865916667
152707131,"59-227",26.93851758,2.02,1,1,0,0,1,100.574485,0.3392,0.11,109014.275342965,NA,NA,NA,NA,NA,0.0796,0.42305,0.11409,0.102,0.19045,1.95,260.831992,10.902,4835.36399727778,17.3569651111111
152707132,NA,63.66073532,3.26,1,1,0,0,1,229.243083,1.2962,0.26,257621.040508276,NA,NA,NA,NA,NA,0.14844,0.18284,0.55277,0.02075,0.06789,3.51,267.254004,25.765,5431.77060461111,16.8558016022222
152707133,"41-584",32.77382959,3.19,3,13,6,367,2,524.285646,0.5402,0.13,132628.503864676,13,5.9460769,3.96,1.81,4.81907884334831,0.10144,0.23974,0,0,0.5746,2.09,257.846992,13.576,5029.95293511111,17.0456773111111
152707134,"59-224",10.63805534,1.1,2,3,1,5,1,100.574485,0.3546,0.04,43049.8779490915,NA,NA,NA,NA,NA,0.19572,0.60152,0.12098,0.00169,0.07558,1.62,260.690996,4.27,4837.3785645,17.4426808916667
152707135,"41-750",10.36855121,1.08,2,6,0,0,3,313.586661,1.0873,0.04,41959.2538140909,NA,NA,NA,NA,NA,0.09445,0.59661,0.10319,0.02658,0.17152,2.43,248.060996,4.196,4890.48452922222,17.7129324644444
152707137,"41-755",12.71437961,1.04,2,5,0,0,3,313.586661,0.3319,0.05,51452.3071101938,NA,NA,NA,NA,NA,0.10364,0.05423,0.66707,0.05212,0.0934,2.38,258.171992,5.145,4848.15603377778,17.5197265022222
152707146,"59-226",9.101190966,0.71,0,-99,-99,-99,-99,-99,1.0316,0.04,36830.5247298774,NA,NA,NA,NA,NA,0.10838,0.2659,0.49845,0.02763,0.09733,1.79,265.155,3.683,4872.30899694444,17.891455775
152707147,"41-709",8.905899056,1.09,1,0,0,0,3,313.586661,1.3296,0.04,36040.2211808506,30,10.00960143,9.15,3.05,1.50582938518758,0.01797,0.48315,0.45269,0.01143,0.02557,1.8,252.403008,3.604,5000.67784761111,17.8692122072222
152707159,NA,5.3474466,0.8,1,1,0,0,2,111.21254,0.2919,0.02,21639.9441544252,NA,NA,NA,NA,NA,0.02535,0.59336,0.19527,0,0.16684,3.58,262.04,2.201,4847.89244716667,17.5981127661111
152707160,NA,7.341841797,0.86,0,-99,-99,-99,-99,-99,0.1974,0.03,29710.8243171057,NA,NA,NA,NA,NA,0.07548,0.02482,0.85816,0,0.03546,1.22,271.789004,2.971,4855.54927316667,17.7966732044444
152707161,"59-184",73.67955868,3.31,0,-99,-99,-99,-99,-99,3.9825,0.3,298165.022378698,NA,NA,NA,NA,NA,0.039,0.05353,0.46386,0.00389,0.43247,0.98,267.53,29.82,4812.46394588889,16.9542854833333
152707165,"59-230",55.39723663,2.53,0,-99,-99,-99,-99,-99,1.4523,0.22,224180.472785399,NA,NA,NA,NA,NA,0.15417,0.32652,0.3732,0.01129,0.12614,3.18,262.104004,22.42,4816.64543072222,17.1362369294444
152707169,"41-765",22.23141698,1.34,1,0,0,0,3,313.586661,0.2138,0.09,89965.6710776577,NA,NA,NA,NA,NA,0.18195,0.15435,0.49485,0.05098,0.10945,0.86,268.305996,8.998,4769.87540705556,17.20267951
152707170,"59-228",11.75216121,0.89,0,-99,-99,-99,-99,-99,0.1267,0.05,47558.420177249,NA,NA,NA,NA,NA,0.12391,0.49408,0,0.00079,0.36543,2.67,258.936992,4.756,4849.500242,17.6007433366667
152707171,"41-586",423.711161,8.81,4,65,13,500,1,100.574485,2.8827,1.72,1714666.18509975,61,27.36494082,18.6,8.34,1.94550320946156,0.3452,0.15711,0.28941,0.02057,0.15086,2.05,261.250996,168.62,5108.02573811111,16.1988517383333
152707172,NA,9.900596975,0.87,0,-99,-99,-99,-99,-99,0.0257,0.04,40065.5456072195,NA,NA,NA,NA,NA,0.12841,0.44747,0.01945,0.28405,0.10895,3.45,269.28,3.839,4796.559285,17.5990809444444
152707178,"59-229",8.028668523,0.78,0,-99,-99,-99,-99,-99,0.281,0.03,32490.2615151147,NA,NA,NA,NA,NA,0.11566,0.51993,0.03488,0.20463,0.10035,1.56,260.890996,3.25,4852.38085761111,17.6634908305556
152707179,"41-592",29.06358759,1.48,0,-99,-99,-99,-99,-99,1.2376,0.12,117613.967828093,NA,NA,NA,NA,NA,0.40255,0.19829,0.23012,0.0063,0.14852,1.88,263.421992,11.762,4834.63393033333,17.3461076677778
152707184,"59-235",71.13623381,2.11,0,-99,-99,-99,-99,-99,1.7917,0.29,287872.744162519,NA,NA,NA,NA,NA,0.04789,0.03449,0.74583,0,0.16543,0.99,270.35,28.79,4808.02516961111,16.9974600116667
152707191,NA,6.069001332,0.83,0,-99,-99,-99,-99,-99,0.3872,0.02,24559.917979847,NA,NA,NA,NA,NA,0.00723,0.08652,0.7407,0,0.16555,1.19,267.791992,2.457,4910.18176144444,17.8319132183333
152707192,"59-234",15.67662634,0.97,0,-99,-99,-99,-99,-99,0.3339,0.06,63439.870260208,NA,NA,NA,NA,NA,0.20216,0.06559,0.50104,0,0.22402,1.56,265.183008,6.345,4905.21575988889,17.6700807261111
152707194,"59-163",8.330257768,0.71,0,-99,-99,-99,-99,-99,0.8781,0.03,33710.7270770102,NA,NA,NA,NA,NA,0.05865,0.2108,0.5135,0,0.21695,1.04,258.723008,3.371,4959.65884055556,17.9791240605556
152707196,NA,5.906816778,0.58,0,-99,-99,-99,-99,-99,0.0667,0.02,23903.5926429525,NA,NA,NA,NA,NA,0,0.01799,0.69865,0,0.22489,0.02,262.011992,2.391,4877.45307677778,17.9596597111111
152707201,NA,6.627278679,0.66,1,0,0,0,1,100.574485,0.1015,0.03,26819.1440208814,NA,NA,NA,NA,NA,0.067,0.12118,0.36355,0,0.41576,0.12,261.381992,2.682,4868.86013283333,17.8428890911111
152707204,"59-236",12.01010218,2.05,0,-99,-99,-99,-99,-99,0.1296,0.05,48602.2507385375,NA,NA,NA,NA,NA,0,0.21373,0.47608,0.10262,0.14892,4.08,270.971992,4.86,4872.99961627778,17.4831722405556
152707207,"41-729",11.707587,0.81,0,-99,-99,-99,-99,-99,0.2205,0.05,47378.038120675,NA,NA,NA,NA,NA,0.03311,0.31701,0.14104,0.05533,0.43855,1.32,253.444004,4.852,4879.67910511111,17.8166388444444
152707213,"41-649",56.5452726,2.16,0,-99,-99,-99,-99,-99,3.8223,0.23,228826.3226903,24,8.57771468,7.32,2.62,2.98789556944605,0.21903,0.44008,0.3157,0.01161,0.00719,3.12,286.454004,22.885,4950.07646922222,17.7231463138889
152707221,"41-608",16.45618901,1.02,1,0,0,0,1,41.11569,0.2837,0.07,66594.5894945571,NA,NA,NA,NA,NA,0.01093,0.30983,0.42228,0.03772,0.19845,0.82,260.904004,6.66,4846.43835661111,17.5202217438889
152707227,"59-496",24.53455989,1.93,0,-99,-99,-99,-99,-99,0.6907,0.1,99285.9855529926,NA,NA,NA,NA,NA,0.09077,0.03822,0.76111,0,0.02374,0.65,269.274004,9.929,4867.39372583333,17.3687207372222
152707228,"59-206",36.52964064,1.46,0,-99,-99,-99,-99,-99,0.0735,0.15,147827.44785723,55,18.0291433,16.77,5.5,1.16924550011261,0.75782,0.06531,0,0,0.00408,2.54,257.728008,14.785,5502.79902455556,17.4289208016667
152707229,"41-607",41.11568958,1.88,1,1,1,16,0,0,0.7715,0.17,166386.182590749,29,3.99425627,8.84,1.22,2.28468878284442,0.08243,0.47738,0.33973,0.021,0.06053,1.75,266.805996,16.641,5057.00537166667,17.970243175
152707231,"41-732",53.78067987,2.26,1,0,0,0,3,313.586661,0.4995,0.22,217638.621949739,27,9.46211874,8.23,2.88,2.62442494246988,0.09209,0.65385,0.05245,0.03864,0.12292,3.05,244.910996,21.758,5275.82224294444,17.77090287
152707236,"41-811",11.95180048,0.92,0,-99,-99,-99,-99,-99,0.2666,0.05,48366.3165391931,NA,NA,NA,NA,NA,0.61441,0.29783,0.06189,0.01988,0.006,0.83,261.436992,4.837,4849.50396822222,17.6364992577778
152707237,"41-810",12.22683645,0.93,0,-99,-99,-99,-99,-99,0.0277,0.05,49479.3268180163,NA,NA,NA,NA,NA,0.99278,0,0.00722,0,0,0.65,257.990996,4.947,4849.12859166667,17.6310324477778
152707238,"41-812",12.9653193,0.94,0,-99,-99,-99,-99,-99,0.7565,0.05,52467.8050261017,NA,NA,NA,NA,NA,0.69121,0.07257,0.22644,0,0,0.97,262.874004,5.247,4847.86114661111,17.6125349372222
152707243,"41-731",31.38118435,1.31,1,0,0,0,6,365.039368,0.4456,0.13,126992.77386589,NA,NA,NA,NA,NA,0.14071,0.58079,0.10391,0.01189,0.11176,4.49,244.76,12.701,5387.38229733333,17.4424387422222
152707244,"41-510",33.28584639,1.59,1,1,0,0,5,355.415795,2.4099,0.13,134700.523612966,84,37.69006125,25.61,11.49,0.748053643402415,0.08909,0.3918,0.36487,0.02469,0.11486,2.71,255.315996,13.968,5537.36048305556,17.276223755
152707245,NA,6.068783425,0.81,0,-99,-99,-99,-99,-99,1.2691,0.02,24559.0361579863,NA,NA,NA,NA,NA,0.06445,0.06051,0.68041,0.00284,0.18588,1.3,262.425996,2.456,4932.17922672222,17.7397723216667
152707246,"41-515",30.7826875,1.38,0,-99,-99,-99,-99,-99,0.1918,0.12,124570.788312897,NA,NA,NA,NA,NA,0,0.84776,0,0.07351,0.00052,6.35,244.755,12.458,5486.85562016667,17.4481633861111
152707249,"41-547",5.245094628,0.6,2,3,0,0,1,229.243083,0.1786,0.02,21225.7481607381,NA,NA,NA,NA,NA,0.00504,0.04591,0.771,0,0.13886,1.67,239.42,2.123,4950.27071955556,17.9467996866667
152707251,NA,9.623573317,0.76,1,1,1,31,5,355.415795,0.2701,0.04,38944.4915907895,NA,NA,NA,NA,NA,0.04628,0.61644,0.01851,0.1318,0.17919,3.11,243.316992,3.895,4929.00690433333,17.8567258677778
152707252,NA,7.626869109,0.77,2,2,0,0,2,107.598326,0.0701,0.03,30864.2673667597,NA,NA,NA,NA,NA,0.17546,0.09986,0.17689,0,0.47076,0.83,256.185,3.087,4945.87110883333,17.85944894
152707254,"59-30",18.2265656,1.04,0,-99,-99,-99,-99,-99,0.1787,0.07,73758.9154627494,NA,NA,NA,NA,NA,0.18859,0.16341,0.16284,0.01903,0.39788,0.25,256.026992,7.377,4926.69339888889,17.6602469661111
152707255,NA,7.023841112,0.64,2,2,1,7,1,100.574485,1.0803,0.03,28423.9452551495,NA,NA,NA,NA,NA,0.0112,0.04823,0.62344,0.00148,0.30362,0.83,257.693008,2.843,4959.65411283333,18.0470161444444
152707258,NA,8.25146038,2.45,1,0,0,0,1,100.574485,4.6551,0.03,33391.8513212739,NA,NA,NA,NA,NA,0.12757,0.23435,0.46726,0.07306,0.09321,1.38,266.823008,3.279,4876.24485144444,17.6371081416667
152707259,"59-91",29.27940552,1.49,0,-99,-99,-99,-99,-99,0.5336,0.12,118487.335680466,NA,NA,NA,NA,NA,0.04217,0.55229,0.22152,0.12163,0.04292,3.3,267.750996,11.85,4853.37279572222,17.2897761472222
152707263,NA,6.401722226,0.61,0,-99,-99,-99,-99,-99,0.0617,0.03,25906.3665007487,NA,NA,NA,NA,NA,0.08914,0,0.66288,0,0.23339,3.02,262.758008,2.591,4946.58509433333,17.9938450688889
152707264,"41-514",12.10977475,0.88,1,0,0,0,3,313.586661,0.5437,0.05,49005.6037796933,NA,NA,NA,NA,NA,0.04727,0.72779,0,0.05481,0.1602,4.29,239.925996,4.901,4915.0063115,17.6563994177778
152707265,"41-609",273.1112841,13.45,3,4,0,0,4,228.842389,10.336,1.11,1105221.49690421,61,21.87797582,18.6,6.67,1.74320870776944,0.17571,0.49083,0.17198,0.08737,0.05526,1.68,261.728008,22.222,4826.66042794444,16.8448452516667
152707265,"41-609",273.1112841,13.45,3,4,0,0,4,228.842389,10.336,1.11,1105221.49690421,61,21.87797582,18.6,6.67,1.74320870776944,0.17571,0.49083,0.17198,0.08737,0.05526,1.68,261.728008,25.092,5091.40699344444,17.9766383372222
152707265,"41-609",273.1112841,13.45,3,4,0,0,4,228.842389,10.336,1.11,1105221.49690421,61,21.87797582,18.6,6.67,1.74320870776944,0.17571,0.49083,0.17198,0.08737,0.05526,1.68,261.728008,11.01,4991.52244505556,17.625875
152707265,"41-609",273.1112841,13.45,3,4,0,0,4,228.842389,10.336,1.11,1105221.49690421,61,21.87797582,18.6,6.67,1.74320870776944,0.17571,0.49083,0.17198,0.08737,0.05526,1.68,261.728008,17.521,5059.79940177778,18.0422093022222
152707265,"41-609",273.1112841,13.45,3,4,0,0,4,228.842389,10.336,1.11,1105221.49690421,61,21.87797582,18.6,6.67,1.74320870776944,0.17571,0.49083,0.17198,0.08737,0.05526,1.68,261.728008,34.464,5163.06271538889,17.4778282788889
152707265,"41-404",273.1112841,13.45,3,4,0,0,4,228.842389,10.336,1.11,1105221.49690421,15,4.46590948,4.57,1.36,7.09489758523228,0.17571,0.49083,0.17198,0.08737,0.05526,1.68,261.728008,22.222,4826.66042794444,16.8448452516667
152707265,"41-404",273.1112841,13.45,3,4,0,0,4,228.842389,10.336,1.11,1105221.49690421,15,4.46590948,4.57,1.36,7.09489758523228,0.17571,0.49083,0.17198,0.08737,0.05526,1.68,261.728008,25.092,5091.40699344444,17.9766383372222
152707265,"41-404",273.1112841,13.45,3,4,0,0,4,228.842389,10.336,1.11,1105221.49690421,15,4.46590948,4.57,1.36,7.09489758523228,0.17571,0.49083,0.17198,0.08737,0.05526,1.68,261.728008,11.01,4991.52244505556,17.625875
152707265,"41-404",273.1112841,13.45,3,4,0,0,4,228.842389,10.336,1.11,1105221.49690421,15,4.46590948,4.57,1.36,7.09489758523228,0.17571,0.49083,0.17198,0.08737,0.05526,1.68,261.728008,17.521,5059.79940177778,18.0422093022222
152707265,"41-404",273.1112841,13.45,3,4,0,0,4,228.842389,10.336,1.11,1105221.49690421,15,4.46590948,4.57,1.36,7.09489758523228,0.17571,0.49083,0.17198,0.08737,0.05526,1.68,261.728008,34.464,5163.06271538889,17.4778282788889
152707265,"41-399",273.1112841,13.45,3,4,0,0,4,228.842389,10.336,1.11,1105221.49690421,47,11.73824735,14.33,3.58,2.26264354253395,0.17571,0.49083,0.17198,0.08737,0.05526,1.68,261.728008,22.222,4826.66042794444,16.8448452516667
152707265,"41-399",273.1112841,13.45,3,4,0,0,4,228.842389,10.336,1.11,1105221.49690421,47,11.73824735,14.33,3.58,2.26264354253395,0.17571,0.49083,0.17198,0.08737,0.05526,1.68,261.728008,25.092,5091.40699344444,17.9766383372222
152707265,"41-399",273.1112841,13.45,3,4,0,0,4,228.842389,10.336,1.11,1105221.49690421,47,11.73824735,14.33,3.58,2.26264354253395,0.17571,0.49083,0.17198,0.08737,0.05526,1.68,261.728008,11.01,4991.52244505556,17.625875
152707265,"41-399",273.1112841,13.45,3,4,0,0,4,228.842389,10.336,1.11,1105221.49690421,47,11.73824735,14.33,3.58,2.26264354253395,0.17571,0.49083,0.17198,0.08737,0.05526,1.68,261.728008,17.521,5059.79940177778,18.0422093022222
152707265,"41-399",273.1112841,13.45,3,4,0,0,4,228.842389,10.336,1.11,1105221.49690421,47,11.73824735,14.33,3.58,2.26264354253395,0.17571,0.49083,0.17198,0.08737,0.05526,1.68,261.728008,34.464,5163.06271538889,17.4778282788889
152707265,"41-400",273.1112841,13.45,3,4,0,0,4,228.842389,10.336,1.11,1105221.49690421,42,12.28785655,12.8,3.75,2.53310015347746,0.17571,0.49083,0.17198,0.08737,0.05526,1.68,261.728008,22.222,4826.66042794444,16.8448452516667
152707265,"41-400",273.1112841,13.45,3,4,0,0,4,228.842389,10.336,1.11,1105221.49690421,42,12.28785655,12.8,3.75,2.53310015347746,0.17571,0.49083,0.17198,0.08737,0.05526,1.68,261.728008,25.092,5091.40699344444,17.9766383372222
152707265,"41-400",273.1112841,13.45,3,4,0,0,4,228.842389,10.336,1.11,1105221.49690421,42,12.28785655,12.8,3.75,2.53310015347746,0.17571,0.49083,0.17198,0.08737,0.05526,1.68,261.728008,11.01,4991.52244505556,17.625875
152707265,"41-400",273.1112841,13.45,3,4,0,0,4,228.842389,10.336,1.11,1105221.49690421,42,12.28785655,12.8,3.75,2.53310015347746,0.17571,0.49083,0.17198,0.08737,0.05526,1.68,261.728008,17.521,5059.79940177778,18.0422093022222
152707265,"41-400",273.1112841,13.45,3,4,0,0,4,228.842389,10.336,1.11,1105221.49690421,42,12.28785655,12.8,3.75,2.53310015347746,0.17571,0.49083,0.17198,0.08737,0.05526,1.68,261.728008,34.464,5163.06271538889,17.4778282788889
152707265,"41-401",273.1112841,13.45,3,4,0,0,4,228.842389,10.336,1.11,1105221.49690421,21,5.87081372,6.4,1.79,5.06620030695492,0.17571,0.49083,0.17198,0.08737,0.05526,1.68,261.728008,22.222,4826.66042794444,16.8448452516667
152707265,"41-401",273.1112841,13.45,3,4,0,0,4,228.842389,10.336,1.11,1105221.49690421,21,5.87081372,6.4,1.79,5.06620030695492,0.17571,0.49083,0.17198,0.08737,0.05526,1.68,261.728008,25.092,5091.40699344444,17.9766383372222
152707265,"41-401",273.1112841,13.45,3,4,0,0,4,228.842389,10.336,1.11,1105221.49690421,21,5.87081372,6.4,1.79,5.06620030695492,0.17571,0.49083,0.17198,0.08737,0.05526,1.68,261.728008,11.01,4991.52244505556,17.625875
152707265,"41-401",273.1112841,13.45,3,4,0,0,4,228.842389,10.336,1.11,1105221.49690421,21,5.87081372,6.4,1.79,5.06620030695492,0.17571,0.49083,0.17198,0.08737,0.05526,1.68,261.728008,17.521,5059.79940177778,18.0422093022222
152707265,"41-401",273.1112841,13.45,3,4,0,0,4,228.842389,10.336,1.11,1105221.49690421,21,5.87081372,6.4,1.79,5.06620030695492,0.17571,0.49083,0.17198,0.08737,0.05526,1.68,261.728008,34.464,5163.06271538889,17.4778282788889
152707272,"59-39",23.27923081,3.19,3,15,3,450,1,100.574485,2.398,0.09,94205.9439520861,NA,NA,NA,NA,NA,0.05475,0.02631,0.81802,0.00179,0.02735,1.22,265.206992,9.421,4882.49965855556,17.2519073111111
152707273,NA,18.93962928,1.57,0,-99,-99,-99,-99,-99,0.326,0.08,76644.5278620857,NA,NA,NA,NA,NA,0.38067,0.45583,0.0684,0.06166,0.03344,2.25,252.883008,NA,NA,NA
152707277,NA,7.956754536,0.68,0,-99,-99,-99,-99,-99,0.0998,0.03,32199.2413742868,NA,NA,NA,NA,NA,0,0.08317,0.49899,0,0.40882,0.77,254.009004,3.22,4949.59189411111,17.9187836327778
152707281,"41-513",21.06839689,1.15,2,4,4,95,3,313.586661,0.287,0.09,85259.1837238477,NA,NA,NA,NA,NA,0.32056,0.33241,0.11672,0.10976,0.09199,2.73,235.733008,8.527,4944.45904333333,17.5533655933333
152707287,"41-512",20.7607373,1.17,2,4,3,74,4,334.655058,0.8427,0.08,84014.1528064425,NA,NA,NA,NA,NA,0.07001,0.27032,0.39504,0.01246,0.24469,2.34,239.489004,8.402,4944.25782255556,17.5279496527778
152707288,"41-412",15.71300618,1.1,1,1,0,0,0,0,1.4762,0.06,63587.0914977136,NA,NA,NA,NA,NA,0.08752,0.20729,0.56306,0.02019,0.1153,1.24,272.335996,6.359,5173.119331,17.5147037577778
152707292,NA,7.272895398,1.6,1,0,0,0,1,100.574485,4.5433,0.03,29431.8133543766,NA,NA,NA,NA,NA,0.05391,0.04066,0.82057,0,0.08022,0.84,264.739004,2.943,4964.98894572222,17.8421188922222
152707295,"41-410",32.87162195,2.12,1,1,0,0,0,0,0.9819,0.13,133024.24810813,10,2.99848887,3.05,0.91,6.26156457615872,0.13393,0.45045,0.30757,0.02791,0.06334,2.17,268.483008,13.304,4916.13136127778,17.9025748716667
152707298,NA,5.156120537,0.55,0,-99,-99,-99,-99,-99,0.233,0.02,20865.6895188378,NA,NA,NA,NA,NA,0.0897,0.32231,0.17081,0.38369,0.03219,2.18,263.758008,2.087,4903.69513944444,18.0623060594444
152707301,"41-517",5.510519436,0.68,1,1,0,0,2,254.123279,0.2328,0.02,22299.8641738497,NA,NA,NA,NA,NA,0.06872,0.22165,0.5829,0,0.10524,2.43,252.97,2.228,4951.54644083333,17.9731308594444
152707303,"41-411",24.49059508,2.35,0,-99,-99,-99,-99,-99,0.9195,0.1,99108.0696046295,14,3.81306225,4.27,1.16,4.15527125111532,0.1441,0.54725,0.00555,0.16444,0.12246,1.83,267.323008,9.892,5062.17437244444,17.9028561027778
152707304,"41-516",134.7182981,3.93,2,3,0,0,3,313.586661,1.2356,0.55,545175.420258185,NA,NA,NA,NA,NA,0.39034,0.30244,0.17983,0.02557,0.06288,3.92,244.686992,54.521,5225.08671177778,16.6317973005556
152707305,"59-95",101.8787838,4.86,1,0,0,0,1,100.574485,1.4041,0.41,412281.104771155,NA,NA,NA,NA,NA,0.08981,0.15861,0.55566,0.01403,0.17421,1.56,261.721992,41.232,4901.62152516667,16.9345532544444
152707307,NA,5.335380384,0.71,0,-99,-99,-99,-99,-99,0.1525,0.02,21591.114823358,NA,NA,NA,NA,NA,0.02033,0.79148,0,0,0.04,4.58,254.721992,2.159,4913.10662677778,17.78074615
152707309,NA,5.837748223,0.59,0,-99,-99,-99,-99,-99,0.0933,0.02,23624.0873416697,NA,NA,NA,NA,NA,0.06431,0,0.86817,0,0.06538,2.34,263.009004,2.363,4982.11094861111,18.0477672872222
152707310,"41-417",45.34737062,2.13,3,5,1,273,3,183.495018,3.105,0.18,183510.868115414,NA,NA,NA,NA,NA,0.09698,0.29949,0.54477,0.017,0.03215,3.02,269.923008,18.353,5223.56930816667,17.0267325666667
152707313,NA,5.478247636,0.69,0,-99,-99,-99,-99,-99,0.0263,0.02,22169.2672736838,NA,NA,NA,NA,NA,0,0,0.95437,0,0.04563,1.24,265.444004,2.217,4972.02111322222,17.9501294172222
