"FID_1","OGF_ID","Area_sqm","Perim_m","FID_2","OGF_ID_1","My_intwb_1","Distance","Shape_Leng","Shape_Area","My_intwbdy","PDEM_South"
0,0,0,0,0,0,0,0,12300,2672100,122390,NA
0,0,0,0,0,0,0,0,35820,17311500,122400,NA
0,0,0,0,0,0,0,0,11160,1230300,117338,NA
0,0,0,0,0,0,0,0,7680,1264500,122432,NA
0,0,0,0,0,0,0,0,44340,23765400,122451,NA
0,0,0,0,0,0,0,0,17160,4181400,122464,NA
0,0,0,0,0,0,0,0,131700,33087600,122478,NA
0,0,0,0,0,0,0,0,115260,102456900,125121,NA
0,0,0,0,0,0,0,0,30600,11496600,122544,NA
0,0,0,0,0,0,0,0,20520,8928900,107782,441.6413599627
0,0,0,0,0,0,0,0,5160,648900,107791,481.919853221031
0,0,0,0,0,0,0,156.4118142,50896.1554505,35956663.7217,118011,NA
0,0,0,0,0,0,0,0,310380,291285900,118004,NA
0,0,0,0,0,0,0,0,333480,353058300,118006,NA
0,0,0,0,0,0,0,0,9480,2736000,101479,362.575591649507
0,0,0,0,0,0,0,0,51120,25088400,107949,387.631991528321
0,0,0,0,0,0,0,0,51240,36898200,108019,393.932209598666
0,0,0,0,0,0,0,0,7500,2070000,108034,396.228731039296
0,0,0,0,0,0,0,0,13320,4273200,108170,403.518953980572
0,0,0,0,0,0,0,0,10320,2349900,101578,347.984189603668
0,0,0,0,0,0,0,0,8880,2456100,108342,456.070769167768
0,0,0,0,0,0,0,0,104520,83138400,101610,342.582559574504
0,0,0,0,0,0,0,0,9660,2103300,108663,418.638459845083
0,0,0,0,0,0,0,0,10980,2650500,108864,381.267342626704
0,0,0,0,0,0,0,0,8100,2014200,108947,439.309262354956
0,0,0,0,0,0,0,0,5160,622800,109081,437.310053522187
0,0,0,0,0,0,0,0,138660,120469500,101673,353.260631026735
0,0,0,0,0,0,0,0,30300,11311200,101700,374.358289535299
0,0,0,0,0,0,0,0,48420,21712500,101775,461.374069935536
0,0,0,0,0,0,0,0,59400,42885900,101783,362.204066258279
0,0,0,0,0,0,0,97.3453,8040,944100,101805,374.971069190477
0,0,0,0,0,0,0,0,13920,2778300,101817,426.84541243197
0,0,0,0,0,0,0,0,49020,24750000,101877,372.098981222258
0,0,0,0,0,0,0,0,9660,2296800,101922,383.702062397541
0,0,0,0,0,0,0,0,48720,32160600,109268,442.939322555472
0,0,0,0,0,0,0,0,36420,21783600,101977,384.850808818957
0,0,0,0,0,0,0,0,28380,9580500,102028,366.317245189547
0,0,0,0,0,0,0,0,34680,15181200,102221,403.496684430136
0,0,0,0,0,0,0,0,61800,47473200,102234,372.731707881234
0,0,0,0,0,0,0,0,59820,41597100,109274,479.935790961484
0,0,0,0,0,0,0,0,158220,179460000,109276,431.90168915836
0,0,0,0,0,0,0,0,63180,63627300,109290,443.799824412534
0,0,0,0,0,0,0,0,11460,4727700,109326,454.730791156913
0,0,0,0,0,0,0,0,23940,14962500,109361,438.139558004508
0,0,0,0,0,0,0,0,14820,5581800,109365,443.051073135233
0,0,0,0,0,0,0,0,13140,4325400,109393,450.406164543161
0,0,0,0,0,0,0,0,48180,29812500,109395,444.753081720777
0,0,0,0,0,0,0,0,72960,73557000,109409,437.346736716877
0,0,0,0,0,0,0,0,5460,996300,109415,447.892060098071
0,0,0,0,0,0,0,129.77915649,236037.712911,408271470.774,102524,372.74049249449
0,0,0,0,0,0,0,0,83880,61904700,102311,366.036996246149
0,0,0,0,0,0,0,0,139260,131438700,102334,371.118721770652
0,0,0,0,0,0,0,0,14040,4363200,102338,372.871935167722
0,0,0,0,0,0,0,0,60300,29706300,102426,383.120388871331
0,0,0,0,0,0,0,0,67980,58512600,102438,360.912984488404
0,0,0,0,0,0,0,0,31980,14631300,102440,379.385031886504
0,0,0,0,0,0,0,0,79500,65766600,102470,378.030496523943
0,0,0,0,0,0,0,0,11040,2375100,102495,370.873083255561
0,0,0,0,0,0,0,0,71520,76149900,109428,383.110934987424
0,0,0,0,0,0,0,0,51420,42740100,109429,411.380270605969
0,0,0,0,0,0,0,0,35160,28483200,109431,406.447505459152
0,0,0,0,0,0,0,0,23820,11416500,109437,451.729261937967
0,0,0,0,0,0,0,0,87600,65343600,109464,445.59230691795
0,0,0,0,0,0,0,0,182700,199854900,109472,426.864655686902
0,0,0,0,0,0,0,0,60060,53784000,109480,415.133455661534
0,0,0,0,0,0,0,0,28620,9682200,109483,444.59264579868
0,0,0,0,0,0,0,0,42000,32287500,109490,439.19692771481
0,0,0,0,0,0,0,0,63900,48750300,109510,389.22342150051
0,0,0,0,0,0,0,0,77100,80171100,109516,422.453196100794
0,0,0,0,0,0,0,0,127560,80235900,109533,441.605201526156
0,0,0,0,0,0,0,0,8100,2042100,109573,422.98510127532
0,0,0,0,0,0,0,0,33720,18356400,109599,398.990639150363
0,0,0,0,0,0,0,0,9120,2523600,109614,445.526372324553
0,0,0,0,0,0,0,0,91740,53931600,109621,443.70189404677
0,0,0,0,0,0,0,0,35160,24822900,109623,428.394492412866
0,0,0,0,0,0,0,0,10980,2396700,109629,444.337616379351
0,0,0,0,0,0,0,0,80100,48289500,109672,406.654336574293
0,0,0,0,0,0,0,0,66720,62665200,109673,404.728885064856
0,0,0,0,0,0,0,0,108240,104204700,125030,381.241410624252
0,0,0,0,0,0,0,0,75300,55671300,102546,357.671570645657
0,0,0,0,0,0,0,0,6240,979200,102587,349.14450785693
0,0,0,0,0,0,0,0,61200,51246900,109688,440.735052209824
0,0,0,0,0,0,0,0,23460,11489400,109709,438.339458551038
0,0,0,0,0,0,0,0,28140,15484500,109727,418.953313699915
0,0,0,0,0,0,0,0,25380,16638300,109732,423.015060532929
0,0,0,0,0,0,0,0,20760,6618600,109751,444.825983723383
0,0,0,0,0,0,0,0,17460,4828500,109771,426.922016455943
0,0,0,0,0,0,0,0,142200,137550600,109774,420.179192701859
0,0,0,0,0,0,0,0,139500,88473600,109784,395.470612613484
0,0,0,0,0,0,0,0,43680,17811000,109786,426.935961019664
0,0,0,0,0,0,0,0,80940,65952900,109835,388.202895071845
0,0,0,0,0,0,0,0,58620,35790300,109852,396.884388470035
0,0,0,0,0,0,0,0,23520,9195300,109860,395.937534791891
0,0,0,0,0,0,0,0,38700,18817200,109873,380.021028924814
0,0,0,0,0,0,0,0,53940,50553900,109900,387.201939232018
0,0,0,0,0,0,0,0,19620,8120700,109901,403.330521013762
0,0,0,0,0,0,0,126.33904003,70313.3333486,59766022.176,109921,372.805230806826
0,0,0,0,0,0,0,0,47700,31546800,109931,434.496803193145
0,0,0,0,0,0,0,0,48780,20844900,109937,410.795287145153
0,0,0,0,0,0,0,0,52560,34963200,109953,390.131501040703
0,0,0,0,0,0,0,0,209820,197766000,109961,371.561151961608
0,0,0,0,0,0,0,0,14400,4114800,109964,373.884299537746
0,0,0,0,0,0,0,0,58020,31298400,109980,419.725027863174
0,0,0,0,0,0,0,0,121874.164079,81429300,109991,435.526781911123
0,0,0,0,0,0,0,0,125100,83953800,109995,434.097844521884
0,0,0,0,0,0,0,0,35820,21445200,110001,441.190044992857
0,0,0,0,0,0,0,0,38640,26228700,110003,430.171719334488
0,0,0,0,0,0,0,51.5997902,10980,2322900,110014,446.719203258753
0,0,0,0,0,0,0,0,49380,22062600,110024,450.455610989999
0,0,0,0,0,0,0,0,5400,831600,110054,371.370985782508
0,0,0,0,0,0,0,0,28440,12303000,110091,463.813914339056
0,0,0,0,0,0,0,0,37020,19613700,110100,457.769723159397
0,0,0,0,0,0,0,0,50880,31492800,125033,352.285541607683
0,0,0,0,0,0,0,0,27120,14946300,125037,369.815809877316
0,0,0,0,0,0,0,0,280919.690075,212184984.14,102595,386.560583222686
0,0,0,0,0,0,0,0,223560,160703100,102599,353.802697393756
0,0,0,0,0,0,0,0,468720,713002500,102603,346.346031015207
0,0,0,0,0,0,0,0,17340,6694200,102682,NA
0,0,0,0,0,0,0,43.24937499,43717.0820393,25865100,110154,384.361435957527
0,0,0,0,0,0,0,0,4800,746100,110283,NA
0,0,0,0,0,0,0,0,10500,2485800,110487,NA
0,0,0,0,0,0,0,0,16500,2876400,102731,NA
0,0,0,0,0,0,0,0,14520,3790800,102814,NA
0,0,0,0,0,0,0,0,3060,369900,102821,NA
0,0,0,0,0,0,0,0,3540,420300,102842,NA
0,0,0,0,0,0,0,0,18360,5168700,102897,NA
0,0,0,0,0,0,0,0,3660,404100,102902,NA
0,0,0,0,0,0,0,0,6360,1174500,102914,NA
0,0,0,0,0,0,0,0,11400,2649600,102924,NA
0,0,0,0,0,0,0,97.77565329,8520,866700,102928,NA
0,0,0,0,0,0,0,0,93360,77702400,110519,NA
0,0,0,0,0,0,0,0,12334.1724656,4168337.0685,110584,NA
0,0,0,0,0,0,0,0,8032.30676287,1457544.6075,110586,NA
0,0,0,0,0,0,0,0,25440,9299700,110658,NA
0,0,0,0,0,0,0,0,36380.5849084,25251956.742,110672,NA
0,0,0,0,0,0,0,0,10620,2742300,110740,NA
0,0,0,0,0,0,0,0,6780,1141200,110774,NA
0,0,0,0,0,0,0,0,2880,263700,102948,NA
0,0,0,0,0,0,0,0,22620,9091800,103007,NA
0,0,0,0,0,0,0,0,21840,6152400,103082,NA
0,0,0,0,0,0,0,0,73860,42616800,110825,NA
0,0,0,0,0,0,0,0,63900,47642400,110918,390.073123792373
0,0,0,0,0,0,0,0,251340,180451800,110966,458.662943295823
0,0,0,0,0,0,0,0,46380,44835300,103274,NA
0,0,0,0,0,0,0,0,112620,96223500,103321,NA
0,0,0,0,0,0,0,0,53520,20215800,103332,NA
0,0,0,0,0,0,0,0,18840,5125500,103342,NA
0,0,0,0,0,0,0,0,3000,314100,103344,NA
0,0,0,0,0,0,0,413.0569179,47100,13241700,103347,NA
0,0,0,0,0,0,0,0,50940,33540300,103351,NA
0,0,0,0,0,0,0,0,23880,15215400,103360,NA
0,0,0,0,0,0,0,0,11340,3742200,103380,NA
0,0,0,0,0,0,0,0,12360,3117600,111609,432.692921310319
0,0,0,0,0,0,0,0,553740,589437000,111691,NA
0,0,0,0,0,0,0,0,14520,6084900,111730,NA
0,0,0,0,0,0,0,0,81720,59285700,111761,NA
0,0,0,0,0,0,0,0,17580,7342200,111795,NA
0,0,0,0,0,0,0,0,42480,26554500,111798,NA
0,0,0,0,0,0,0,0,66480,27411300,111804,NA
0,0,0,0,0,0,0,0,79260,71087400,111816,NA
0,0,0,0,0,0,0,0,123338.565182,118034823.836,111818,NA
0,0,0,0,0,0,0,0,132960,154717200,125047,NA
0,0,0,0,0,0,0,0,395340,680133600,103387,NA
0,0,0,0,0,0,0,0,17520,6965100,103411,NA
0,0,0,0,0,0,0,0,73980,58067100,103413,NA
0,0,0,0,0,0,0,0,54300,59345100,103415,NA
0,0,0,0,0,0,0,0,6360,1490400,103430,NA
0,0,0,0,0,0,0,0,53386.6916174,31910789.3919,103460,NA
0,0,0,0,0,0,0,0,24060,10008900,103466,NA
0,0,0,0,0,0,0,0,25740,12837600,103468,NA
0,0,0,0,0,0,0,0,55500,32504400,103473,NA
0,0,0,0,0,0,0,0,13759.8061262,3625427.64807,103469,NA
0,0,0,0,0,0,0,0,31080,14184000,103492,NA
0,0,0,0,0,0,0,0,20100,8191800,103521,NA
0,0,0,0,0,0,0,0,7200,1628100,103522,NA
0,0,0,0,0,0,0,0,34560,17214300,103542,NA
0,0,0,0,0,0,0,0,8220,1979100,103558,386.152959264154
0,0,0,0,0,0,0,69.71820768,383605.292852,421560687.142,111997,NA
0,0,0,0,0,0,0,0,101770.770918,113224568.698,111821,NA
0,0,0,0,0,0,0,0,20520,6820200,111839,NA
0,0,0,0,0,0,0,0,35890.770918,16864131.302,111865,NA
0,0,0,0,0,0,0,0,89580,89415900,111879,NA
0,0,0,0,0,0,0,0,37140,29816100,111880,NA
0,0,0,0,0,0,0,0,24480,12257100,111887,NA
0,0,0,0,0,0,0,0,50760,41328000,111896,NA
0,0,0,0,0,0,0,0,57900,39973500,111897,NA
0,0,0,0,0,0,0,0,34560,13986900,111917,NA
0,0,0,0,0,0,0,0,53880,32443200,111952,NA
0,0,0,0,0,0,0,0,90420,125248500,111962,NA
0,0,0,0,0,0,0,0,11520,3182400,111991,NA
0,0,0,0,0,0,0,0,8760,1231200,112002,414.240547514798
0,0,0,0,0,0,0,0,38160,22795200,112008,NA
0,0,0,0,0,0,0,0,9300,2575800,112034,420.85491311042
0,0,0,0,0,0,0,0,13800,2898000,112035,426.445273196771
0,0,0,0,0,0,0,0,17520,7462800,112041,428.158120710609
0,0,0,0,0,0,0,0,103560,86319000,112067,398.584214347591
0,0,0,0,0,0,0,0,20220,6952500,112098,479.914513255492
0,0,0,0,0,0,0,0,40800,25055100,112100,416.062355520824
0,0,0,0,0,0,0,0,40140,18188100,125048,NA
0,0,0,0,0,0,0,0,90440.5849084,89808543.258,111906,NA
0,0,0,0,0,0,0,0,129779.690075,119889815.86,103590,384.758225712828
0,0,0,0,0,0,0,58.4308198,193044.242945,247003040.129,125053,NA
0,0,0,0,0,0,0,0,14700,5281200,112113,422.48130224705
0,0,0,0,0,0,0,0,54060,23490000,112126,420.363264557703
0,0,0,0,0,0,0,0,56460,28624500,112146,465.556958517317
0,0,0,0,0,0,0,0,59820,40961700,112177,436.053072961672
0,0,0,0,0,0,0,0,72480,69003900,112203,NA
0,0,0,0,0,0,0,0,98373.0030178,96711281.0838,112204,NA
0,0,0,0,0,0,0,0,150060,167535000,112209,NA
0,0,0,0,0,0,0,0,134092.306763,148119755.393,112212,NA
0,0,0,0,0,0,0,0,38580,17814600,112213,NA
0,0,0,0,0,0,0,0,184869.816166,167638643.082,125054,NA
0,0,0,0,0,0,0,45.82883812,30264.8528137,10872900,112214,NA
0,0,0,0,0,0,0,0,27180,10655100,118129,NA
0,0,0,0,0,0,0,0,37620,17351100,118263,NA
0,0,0,0,0,0,0,0,24060,5831100,118554,NA
0,0,0,0,0,0,0,0,26040,8149500,118594,NA
0,0,0,0,0,0,0,0,36588.0330799,19318260.936,123099,NA
0,0,0,0,0,0,0,0,25380,10886400,118908,NA
0,0,0,0,0,0,0,0,15840,5517900,118937,NA
0,0,0,0,0,0,0,0,344820,111613500,118940,NA
0,0,0,0,0,0,0,0,44100,12582000,123556,NA
0,0,0,0,0,0,0,0,88620,103204800,119336,NA
0,0,0,0,0,0,0,0,17640,6190200,119436,NA
0,0,0,0,0,0,0,0,5520,950400,119813,NA
0,0,0,0,0,0,0,0,44040,39087000,119958,NA
0,0,0,0,0,0,0,0,40800,25079400,120000,NA
0,0,0,0,0,0,0,0,212460,233131500,120001,NA
0,0,0,0,0,0,0,78.93607146,116100,156527100,118908,NA
0,0,0,0,0,0,0,122.04868607,382500,213801300,119095,NA
0,0,0,0,0,0,0,0,16800,5907600,120048,NA
0,0,0,0,0,0,0,0,53220,29300400,120051,NA
0,0,0,0,0,0,0,0,256380,449780400,120063,NA
0,0,0,0,0,0,0,0,54840,59898600,120068,NA
0,0,0,0,0,0,0,0,338940,679981500,120075,NA
0,0,0,0,0,0,0,0,57780,55412100,120104,NA
0,0,0,0,0,0,0,0,49740,31066200,120113,NA
0,0,0,0,0,0,0,0,30180,7695900,120122,NA
0,0,0,0,0,0,0,105.86342277,589980,286475400,120123,NA
0,0,0,0,0,0,0,0,244080,105102900,120190,NA
0,0,0,0,0,0,0,0,19920,3968100,120193,NA
0,0,0,0,0,0,0,0,56880,36128700,120202,NA
0,0,0,0,0,0,0,0,209220,379082700,120206,NA
0,0,0,0,0,0,0,0,65460,42255900,120219,NA
0,0,0,0,0,0,0,0,116700,193605300,120224,NA
0,0,0,0,0,0,0,0,84060,97929900,120238,NA
0,0,0,0,0,0,0,0,47100,18067500,120261,NA
0,0,0,0,0,0,0,215.01835001,115800,43375500,120265,NA
0,0,0,0,0,0,0,242.16042866,54154.4892,43667078.634,120305,NA
0,0,0,0,0,0,0,0,28440,14680800,120293,NA
0,0,0,0,0,0,0,0,148260,209711700,120294,NA
0,0,0,0,0,0,0,0,36540,22219200,120296,NA
0,0,0,0,0,0,0,0,62520,70486200,120298,NA
0,0,0,0,0,0,0,0,69540,59384700,120304,NA
0,0,0,0,0,0,0,0,213660,208212300,120308,NA
0,0,0,0,0,0,0,0,29220,15658200,120320,NA
0,0,0,0,0,0,0,0,239399.866514,288449097.022,123478,NA
0,0,0,0,0,0,0,0,30900,18898200,123500,NA
0,0,0,0,0,0,0,107.5726,77688.0330799,49174439.064,123507,NA
0,0,0,0,0,0,0,0,73140,36423000,123522,NA
0,0,0,0,0,0,0,0,21600,7717500,123524,NA
0,0,0,0,0,0,0,0,54600,37788300,123539,NA
0,0,0,0,0,0,0,0,58440,42865200,123548,NA
0,0,0,0,0,0,0,291.53878796,59100,14993100,123552,NA
0,0,0,0,0,0,0,0,65760,48309300,123555,NA
0,0,0,0,0,0,0,0,73320,73444500,123557,NA
0,0,0,0,0,0,0,0,44640,19685700,123568,NA
0,0,0,0,0,0,0,0,6720,903600,123619,NA
0,0,0,0,0,0,0,0,43560,15744600,123623,NA
0,0,0,0,0,0,0,0,163080,137607300,125146,NA
0,0,0,0,0,0,0,0,91140,68865300,125147,NA
0,0,0,0,0,0,0,0,7020,1427400,120525,NA
0,0,0,0,0,0,0,0,35820,6392700,103631,NA
0,0,0,0,0,0,0,0,23700,9912600,120914,NA
0,0,0,0,0,0,0,0,8100,2011500,120924,NA
0,0,0,0,0,0,0,0,7740,1618200,120966,NA
0,0,0,0,0,0,0,0,31440,8946900,103968,NA
0,0,0,0,0,0,0,0,9660,1852200,104043,NA
0,0,0,0,0,0,0,0,25380,9680400,104112,NA
0,0,0,0,0,0,0,0,6960,1186200,104148,NA
0,0,0,0,0,0,0,0,24600,8190000,104264,NA
0,0,0,0,0,0,0,0,14160,4815900,104299,NA
0,0,0,0,0,0,0,0,11220,2915100,104306,NA
0,0,0,0,0,0,0,0,19860,7137000,104421,NA
0,0,0,0,0,0,0,0,11160,4110300,104423,NA
0,0,0,0,0,0,0,0,24600,11345400,104465,NA
0,0,0,0,0,0,0,0,18780,7257600,104847,NA
0,0,0,0,0,0,0,0,20400,6460200,104870,NA
0,0,0,0,0,0,0,0,3360,424800,104886,NA
0,0,0,0,0,0,0,131.13199187,64184.3662717,51733879.2234,105216,NA
0,0,0,0,0,0,0,0,9420,2790900,104964,334.824737509463
0,0,0,0,0,0,0,0,12720,3745800,105089,374.179868794358
0,0,0,0,0,0,0,0,25380,13486500,105120,NA
0,0,0,0,0,0,0,0,39720,29902500,105124,NA
0,0,0,0,0,0,0,0,32220,14125500,105133,NA
0,0,0,0,0,0,0,0,112358.911756,115605450,105154,NA
0,0,0,0,0,0,0,0,67027.9385713,45869522.475,105160,NA
0,0,0,0,0,0,0,0,99720,75818700,105161,NA
0,0,0,0,0,0,0,0,22380,9659700,105178,NA
0,0,0,0,0,0,0,0,34500,25077600,105217,NA
0,0,0,0,0,0,0,0,72120,73985400,105226,NA
0,0,0,0,0,0,0,0,52680,25813800,121057,NA
0,0,0,0,0,0,0,0,19020,7333200,121074,NA
0,0,0,0,0,0,0,0,46380,32806800,121089,NA
0,0,0,0,0,0,0,0,31440,11123100,121102,NA
0,0,0,0,0,0,0,0,67717.1893422,73330262.4465,121143,NA
0,0,0,0,0,0,0,0,16500,5720400,121184,NA
0,0,0,0,0,0,0,0,48900,32500800,121186,NA
0,0,0,0,0,0,0,0,55740,33642000,121196,NA
0,0,0,0,0,0,0,0,41760,23632200,125073,NA
0,0,0,0,0,0,0,0,115106.289387,122890500,125069,NA
0,0,0,0,0,0,0,0,66180,60512400,125075,NA
0,0,0,0,0,0,0,0,91800,79494300,125076,NA
0,0,0,0,0,0,0,0,239163.843706,311419350,121174,NA
0,0,0,0,0,0,0,0,28440,13342500,105269,NA
0,0,0,0,0,0,0,0,80040,70734600,105275,NA
0,0,0,0,0,0,0,0,9960,2436300,105276,NA
0,0,0,0,0,0,0,0,107100,58886100,105284,NA
0,0,0,0,0,0,0,0,45000,21274200,105329,NA
0,0,0,0,0,0,0,0,10860,3628800,105336,NA
0,0,0,0,0,0,0,0,58140,44068500,105350,NA
0,0,0,0,0,0,0,0,18300,6156900,105407,NA
0,0,0,0,0,0,0,0,53460,41726700,105426,NA
0,0,0,0,0,0,0,0,80340,51006600,105452,NA
0,0,0,0,0,0,0,0,14820,4524300,105490,NA
0,0,0,0,0,0,0,0,155118.166538,122268600,105517,NA
0,0,0,0,0,0,0,0,6300,1160100,105532,NA
0,0,0,0,0,0,0,0,22380,9097200,105546,NA
0,0,0,0,0,0,0,0,79200,43623000,105695,NA
0,0,0,0,0,0,0,0,14220,4122900,105731,NA
0,0,0,0,0,0,0,0,235560,226144800,105739,NA
0,0,0,0,0,0,0,0,47640,24755400,105810,NA
0,0,0,0,0,0,0,0,190260,162945900,105814,NA
0,0,0,0,0,0,0,0,41760,34054200,105828,NA
0,0,0,0,0,0,0,0,113160,80634600,105879,339.729400852081
0,0,0,0,0,0,0,0,52620,35626500,105881,334.259027498184
0,0,0,0,0,0,0,0,153120,228144600,105907,349.049164123194
0,0,0,0,0,0,0,0,153780,204071400,125079,NA
0,0,0,0,0,0,0,0,13920,4851900,124051,NA
0,0,0,0,0,0,0,0,49380,22508100,124255,NA
0,0,0,0,0,0,0,0,36558.0441153,26789400,124260,NA
0,0,0,0,0,0,0,0,24360,14915700,121210,NA
0,0,0,0,0,0,0,0,76680,19073700,124419,NA
0,0,0,0,0,0,0,66.99516969,12360,2049300,124484,NA
0,0,0,0,0,0,0,0,22500,8283600,124492,NA
0,0,0,0,0,0,0,0,18660,7449300,124766,NA
0,0,0,0,0,0,0,0,9960,2290500,105941,NA
0,0,0,0,0,0,0,0,37860,16200900,112393,NA
0,0,0,0,0,0,0,11.63380536,22260,9512100,112418,NA
0,0,0,0,0,0,0,0,41100,31060800,112575,NA
0,0,0,0,0,0,0,85.6631327,23820,5072400,112580,NA
0,0,0,0,0,0,0,0,36480,12865500,112701,NA
0,0,0,0,0,0,0,0,102720,38382300,112709,NA
0,0,0,0,0,0,0,0,8760,1697400,112757,NA
0,0,0,0,0,0,0,0,44760,6714900,112838,NA
0,0,0,0,0,0,0,0,40620,17470800,124999,NA
0,0,0,0,0,0,0,0,1525020,3212408700,112418,NA
0,0,0,0,0,0,0,257.46341291,22440,3195900,112633,NA
0,0,0,0,0,0,0,114.89295966,170700,55540800,112717,NA
0,0,0,0,0,0,0,0,52740,25934400,112776,NA
0,0,0,0,0,0,0,107.69855,20820,3370500,112797,NA
0,0,0,0,0,0,0,0,62880,48703500,112852,NA
0,0,0,0,0,0,0,0,41520,27989100,112872,NA
0,0,0,0,0,0,0,0,72780,69275700,112876,NA
0,0,0,0,0,0,0,0,148980,186378300,112878,NA
0,0,0,0,0,0,0,0,94800,58129200,112887,NA
0,0,0,0,0,0,0,0,18900,5327100,112911,NA
0,0,0,0,0,0,0,0,148980,188527500,112916,NA
0,0,0,0,0,0,0,0,371880,555987600,112932,NA
0,0,0,0,0,0,0,0,88500,63414000,112943,NA
0,0,0,0,0,0,0,0,15360,4886100,112967,NA
0,0,0,0,0,0,0,0,43320,24310800,112978,NA
0,0,0,0,0,0,0,80.129325,100592.132034,72908550,124920,NA
0,0,0,0,0,0,0,0,56700,27186300,124855,NA
0,0,0,0,0,0,0,0,44520,19391400,124864,NA
0,0,0,0,0,0,0,0,193980,221164200,124868,NA
0,0,0,0,0,0,0,0,126480,80642700,124871,NA
0,0,0,0,0,0,0,0,54180,26532900,124877,NA
0,0,0,0,0,0,0,0,61020,29927700,124894,NA
0,0,0,0,0,0,0,0,25380,14731200,124976,NA
0,0,0,0,0,0,0,0,50760,14166000,125096,NA
0,0,0,0,0,0,0,0,26700,15001200,125109,NA
0,0,0,0,0,0,0,0,4876.15545052,547336.278323,117115,NA
0,0,0,0,0,0,0,0,3877.18934221,452637.5535,121141,NA
0,0,0,0,0,0,0,0,28064.3662717,11017720.7766,103932,NA
0,0,0,0,0,0,0,0,14033.3333486,3598477.82396,108803,363.174467833892
0,0,0,0,0,0,0,0,12697.0820393,3492900,110019,384.568408497214
0,0,0,0,0,0,0,0,5373.00301776,933318.916187,111972,NA
0,0,0,0,0,0,0,0,10538.5651816,2399576.1645,110604,NA
0,0,0,0,0,0,0,0,6119.86651397,837902.9775,122834,NA
0,0,0,0,0,0,0,0,14859.2795926,5922916.7895,102811,NA
0,0,0,0,0,0,0,0,8772.25535842,1875237.30988,112651,NA
0,0,0,0,0,0,0,0,6214.4892,996321.366,120284,NA
0,0,0,0,0,0,0,0,19815.8794493,6192029.22627,102502,370.216890535302
0,0,0,0,0,0,0,0,27029.0268151,10602327.525,105163,NA
0,0,0,0,0,0,87663,0,79860,32988600,0,310.713215242476
0,0,0,0,0,0,87835,93.50255711,21360,376200,0,188.879692771218
0,0,0,0,0,0,101217,0,6720,978300,0,212.890841584964
0,0,0,0,0,0,101218,0,32700,14233500,0,211.044873288083
0,0,0,0,0,0,101220,0,19200,7400700,0,201.671339760351
0,0,0,0,0,0,101222,16.9075,6720,1053000,0,204.614483551286
0,0,0,0,0,0,101223,97.35585189,1227600,865899000,0,NA
0,0,0,0,0,0,88702,0,29700,10218600,0,321.038868514211
0,0,0,0,0,0,88933,0,52260,33935400,0,310.655903702052
0,0,0,0,0,0,88950,0,155640,87077700,0,349.234329596306
0,0,0,0,0,0,88966,0,3720,432000,0,275.96947406133
0,0,0,0,0,0,88968,0,8640,2370600,0,282.854295537973
0,0,0,0,0,0,88991,0,31080,17991000,0,302.504671062643
0,0,0,0,0,0,89084,0,115440,81858600,0,352.574470238013
0,0,0,0,0,0,88723,0,209737.082039,200862000,0,307.107264728074
0,0,0,0,0,0,88203,181.5310206,31080,2265300,0,325.842689547503
0,0,0,0,0,0,89366,95.38244959,155381.991559,185015214.397,0,308.552924286492
0,0,0,0,0,0,89118,0,15240,6498900,0,338.58887869974
0,0,0,0,0,0,89207,0,11160,3363300,0,392.229487418363
0,0,0,0,0,0,89278,0,13620,4548600,0,417.434039201574
0,0,0,0,0,0,89283,0,8640,1599300,0,406.177808015616
0,0,0,0,0,0,89286,0,16920,6563700,0,401.085601848485
0,0,0,0,0,0,89296,0,6420,1269000,0,408.19837449527
0,0,0,0,0,0,89306,0,19200,9603000,0,508.941193456387
0,0,0,0,0,0,89322,0,14580,6212700,0,489.527097124821
0,0,0,0,0,0,89327,0,31260,11585700,0,480.217186652726
0,0,0,0,0,0,89362,0,119880,118592100,0,307.689286735916
0,0,0,0,0,0,90308,44.04725421,13440,218700,0,447.525690023791
0,0,0,0,0,0,90314,22.89222245,151500,2527200,0,445.813697391086
0,0,0,0,0,0,90349,0,202680,327402000,0,448.64597075354
0,0,0,0,0,0,90354,0,171540,160909200,0,412.743958499814
0,0,0,0,0,0,90374,0,36300,16970400,0,422.256485048472
0,0,0,0,0,0,90387,0,389040,206318700,0,424.663836408113
0,0,0,0,0,0,90433,0,25140,10784700,0,417.284756676777
0,0,0,0,0,0,90472,0,101160,52546500,0,451.230137273225
0,0,0,0,0,0,90494,0,38400,23325300,0,415.033277759243
0,0,0,0,0,0,90495,0,36420,13372200,0,463.884152229485
0,0,0,0,0,0,90498,0,26640,12316500,0,462.62631408223
0,0,0,0,0,0,90505,0,25980,12489300,0,420.632268811214
0,0,0,0,0,0,90521,0,44640,24802200,0,415.279494420894
0,0,0,0,0,0,90525,0,31920,11450700,0,417.135785775131
0,0,0,0,0,0,90532,0,16440,5810400,0,418.176781357738
0,0,0,0,0,0,90538,0,8340,2047500,0,418.192195682735
0,0,0,0,0,0,90544,0,127740,46307700,0,417.067890659449
0,0,0,0,0,0,90548,0,283080,243054000,0,419.273979696432
0,0,0,0,0,0,90592,0,96407.0148,71751150,0,423.254512150477
0,0,0,0,0,0,90606,0,20040,6115500,0,417.560015267322
