"FID_1","OGF_ID","Area_sqm","Perim_m","FID_2","OGF_ID_1","My_intwb_1","Distance","Shape_Leng","Shape_Area","My_intwbdy","PDEM_North"
0,0,0,0,0,0,0,0,59820,41597100,109274,NA
0,0,0,0,0,0,0,0,158220,179460000,109276,NA
0,0,0,0,0,0,0,0,63180,63627300,109290,NA
0,0,0,0,0,0,0,0,11460,4727700,109326,NA
0,0,0,0,0,0,0,0,23940,14962500,109361,NA
0,0,0,0,0,0,0,0,14820,5581800,109365,NA
0,0,0,0,0,0,0,0,13140,4325400,109393,NA
0,0,0,0,0,0,0,0,48180,29812500,109395,NA
0,0,0,0,0,0,0,0,72960,73557000,109409,NA
0,0,0,0,0,0,0,0,5460,996300,109415,NA
0,0,0,0,0,0,0,129.77915649,236037.712911,408271470.774,102524,NA
0,0,0,0,0,0,0,0,83880,61904700,102311,NA
0,0,0,0,0,0,0,0,139260,131438700,102334,NA
0,0,0,0,0,0,0,0,14040,4363200,102338,NA
0,0,0,0,0,0,0,0,60300,29706300,102426,NA
0,0,0,0,0,0,0,0,67980,58512600,102438,NA
0,0,0,0,0,0,0,0,31980,14631300,102440,NA
0,0,0,0,0,0,0,0,79500,65766600,102470,NA
0,0,0,0,0,0,0,0,11040,2375100,102495,NA
0,0,0,0,0,0,0,0,71520,76149900,109428,NA
0,0,0,0,0,0,0,0,51420,42740100,109429,NA
0,0,0,0,0,0,0,0,35160,28483200,109431,NA
0,0,0,0,0,0,0,0,23820,11416500,109437,NA
0,0,0,0,0,0,0,0,87600,65343600,109464,NA
0,0,0,0,0,0,0,0,182700,199854900,109472,NA
0,0,0,0,0,0,0,0,60060,53784000,109480,NA
0,0,0,0,0,0,0,0,28620,9682200,109483,NA
0,0,0,0,0,0,0,0,42000,32287500,109490,NA
0,0,0,0,0,0,0,0,63900,48750300,109510,NA
0,0,0,0,0,0,0,0,77100,80171100,109516,NA
0,0,0,0,0,0,0,0,127560,80235900,109533,NA
0,0,0,0,0,0,0,0,8100,2042100,109573,NA
0,0,0,0,0,0,0,0,33720,18356400,109599,NA
0,0,0,0,0,0,0,0,9120,2523600,109614,NA
0,0,0,0,0,0,0,0,91740,53931600,109621,NA
0,0,0,0,0,0,0,0,35160,24822900,109623,NA
0,0,0,0,0,0,0,0,10980,2396700,109629,NA
0,0,0,0,0,0,0,0,80100,48289500,109672,NA
0,0,0,0,0,0,0,0,66720,62665200,109673,NA
0,0,0,0,0,0,0,0,108240,104204700,125030,NA
0,0,0,0,0,0,0,0,75300,55671300,102546,NA
0,0,0,0,0,0,0,0,6240,979200,102587,NA
0,0,0,0,0,0,0,0,61200,51246900,109688,NA
0,0,0,0,0,0,0,0,23460,11489400,109709,NA
0,0,0,0,0,0,0,0,28140,15484500,109727,NA
0,0,0,0,0,0,0,0,25380,16638300,109732,NA
0,0,0,0,0,0,0,0,20760,6618600,109751,NA
0,0,0,0,0,0,0,0,17460,4828500,109771,NA
0,0,0,0,0,0,0,0,142200,137550600,109774,NA
0,0,0,0,0,0,0,0,139500,88473600,109784,NA
0,0,0,0,0,0,0,0,43680,17811000,109786,NA
0,0,0,0,0,0,0,0,80940,65952900,109835,NA
0,0,0,0,0,0,0,0,58620,35790300,109852,NA
0,0,0,0,0,0,0,0,23520,9195300,109860,NA
0,0,0,0,0,0,0,0,38700,18817200,109873,NA
0,0,0,0,0,0,0,0,53940,50553900,109900,NA
0,0,0,0,0,0,0,0,19620,8120700,109901,NA
0,0,0,0,0,0,0,126.33904003,70313.3333486,59766022.176,109921,NA
0,0,0,0,0,0,0,0,47700,31546800,109931,NA
0,0,0,0,0,0,0,0,48780,20844900,109937,NA
0,0,0,0,0,0,0,0,52560,34963200,109953,NA
0,0,0,0,0,0,0,0,209820,197766000,109961,NA
0,0,0,0,0,0,0,0,14400,4114800,109964,NA
0,0,0,0,0,0,0,0,58020,31298400,109980,NA
0,0,0,0,0,0,0,0,121874.164079,81429300,109991,NA
0,0,0,0,0,0,0,0,125100,83953800,109995,NA
0,0,0,0,0,0,0,0,35820,21445200,110001,NA
0,0,0,0,0,0,0,0,38640,26228700,110003,NA
0,0,0,0,0,0,0,51.5997902,10980,2322900,110014,NA
0,0,0,0,0,0,0,0,49380,22062600,110024,NA
0,0,0,0,0,0,0,0,5400,831600,110054,NA
0,0,0,0,0,0,0,0,28440,12303000,110091,NA
0,0,0,0,0,0,0,0,37020,19613700,110100,NA
0,0,0,0,0,0,0,0,50880,31492800,125033,NA
0,0,0,0,0,0,0,0,27120,14946300,125037,NA
0,0,0,0,0,0,0,0,280919.690075,212184984.14,102595,NA
0,0,0,0,0,0,0,0,223560,160703100,102599,NA
0,0,0,0,0,0,0,0,468720,713002500,102603,NA
0,0,0,0,0,0,0,0,17340,6694200,102682,352.941499050026
0,0,0,0,0,0,0,43.24937499,43717.0820393,25865100,110154,NA
0,0,0,0,0,0,0,0,4800,746100,110283,418.162173980971
0,0,0,0,0,0,0,0,10500,2485800,110487,417.33857845276
0,0,0,0,0,0,0,0,16500,2876400,102731,386.321865248889
0,0,0,0,0,0,0,0,14520,3790800,102814,385.754787571862
0,0,0,0,0,0,0,0,3060,369900,102821,372.102353135455
0,0,0,0,0,0,0,0,3540,420300,102842,389.819755537862
0,0,0,0,0,0,0,0,18360,5168700,102897,390.506390544526
0,0,0,0,0,0,0,0,3660,404100,102902,374.254792958963
0,0,0,0,0,0,0,0,6360,1174500,102914,385.747772590959
0,0,0,0,0,0,0,0,11400,2649600,102924,396.994402242744
0,0,0,0,0,0,0,97.77565329,8520,866700,102928,393.598702213846
0,0,0,0,0,0,0,0,93360,77702400,110519,398.988470121346
0,0,0,0,0,0,0,0,12334.1724656,4168337.0685,110584,401.946251599224
0,0,0,0,0,0,0,0,8032.30676287,1457544.6075,110586,403.736255082619
0,0,0,0,0,0,0,0,25440,9299700,110658,410.29370758668
0,0,0,0,0,0,0,0,36380.5849084,25251956.742,110672,412.699385611259
0,0,0,0,0,0,0,0,10620,2742300,110740,440.304873860543
0,0,0,0,0,0,0,0,6780,1141200,110774,379.245797238515
0,0,0,0,0,0,0,0,2880,263700,102948,370.542500674928
0,0,0,0,0,0,0,0,22620,9091800,103007,383.140226443812
0,0,0,0,0,0,0,0,21840,6152400,103082,379.051330316409
0,0,0,0,0,0,0,0,73860,42616800,110825,NA
0,0,0,0,0,0,0,0,63900,47642400,110918,NA
0,0,0,0,0,0,0,0,251340,180451800,110966,NA
0,0,0,0,0,0,0,0,46380,44835300,103274,399.156803705638
0,0,0,0,0,0,0,0,112620,96223500,103321,395.16365934201
0,0,0,0,0,0,0,0,53520,20215800,103332,384.027795087345
0,0,0,0,0,0,0,0,18840,5125500,103342,383.916774390056
0,0,0,0,0,0,0,0,3000,314100,103344,380.409985561426
0,0,0,0,0,0,0,413.0569179,47100,13241700,103347,391.804304301435
0,0,0,0,0,0,0,0,50940,33540300,103351,394.510879978862
0,0,0,0,0,0,0,0,23880,15215400,103360,416.071621504815
0,0,0,0,0,0,0,0,11340,3742200,103380,415.028857122424
0,0,0,0,0,0,0,0,12360,3117600,111609,NA
0,0,0,0,0,0,0,0,553740,589437000,111691,420.494567141907
0,0,0,0,0,0,0,0,14520,6084900,111730,420.921289735954
0,0,0,0,0,0,0,0,81720,59285700,111761,412.829930070757
0,0,0,0,0,0,0,0,17580,7342200,111795,421.642711313017
0,0,0,0,0,0,0,0,42480,26554500,111798,417.115756850829
0,0,0,0,0,0,0,0,66480,27411300,111804,409.383273800694
0,0,0,0,0,0,0,0,79260,71087400,111816,407.814628005488
0,0,0,0,0,0,0,0,123338.565182,118034823.836,111818,405.98913832181
0,0,0,0,0,0,0,0,132960,154717200,125047,393.480693780131
0,0,0,0,0,0,0,0,395340,680133600,103387,371.672625458198
0,0,0,0,0,0,0,0,17520,6965100,103411,410.018067640518
0,0,0,0,0,0,0,0,73980,58067100,103413,386.412492160851
0,0,0,0,0,0,0,0,54300,59345100,103415,404.183729260936
0,0,0,0,0,0,0,0,6360,1490400,103430,377.614782232017
0,0,0,0,0,0,0,0,53386.6916174,31910789.3919,103460,375.309868876254
0,0,0,0,0,0,0,0,24060,10008900,103466,378.49768847114
0,0,0,0,0,0,0,0,25740,12837600,103468,381.697898494616
0,0,0,0,0,0,0,0,55500,32504400,103473,390.56575477457
0,0,0,0,0,0,0,0,13759.8061262,3625427.64807,103469,378.90066955627
0,0,0,0,0,0,0,0,31080,14184000,103492,404.508677524237
0,0,0,0,0,0,0,0,20100,8191800,103521,388.04440908782
0,0,0,0,0,0,0,0,7200,1628100,103522,377.346502891359
0,0,0,0,0,0,0,0,34560,17214300,103542,NA
0,0,0,0,0,0,0,0,8220,1979100,103558,NA
0,0,0,0,0,0,0,69.71820768,383605.292852,421560687.142,111997,NA
0,0,0,0,0,0,0,0,101770.770918,113224568.698,111821,442.270180940921
0,0,0,0,0,0,0,0,20520,6820200,111839,405.076262223623
0,0,0,0,0,0,0,0,35890.770918,16864131.302,111865,442.805057468426
0,0,0,0,0,0,0,0,89580,89415900,111879,423.251733571133
0,0,0,0,0,0,0,0,37140,29816100,111880,430.363554111913
0,0,0,0,0,0,0,0,24480,12257100,111887,409.526595938249
0,0,0,0,0,0,0,0,50760,41328000,111896,441.774738051914
0,0,0,0,0,0,0,0,57900,39973500,111897,422.304577484867
0,0,0,0,0,0,0,0,34560,13986900,111917,422.046402928943
0,0,0,0,0,0,0,0,53880,32443200,111952,428.403253015179
0,0,0,0,0,0,0,0,90420,125248500,111962,NA
0,0,0,0,0,0,0,0,11520,3182400,111991,423.402514600106
0,0,0,0,0,0,0,0,8760,1231200,112002,NA
0,0,0,0,0,0,0,0,38160,22795200,112008,NA
0,0,0,0,0,0,0,0,9300,2575800,112034,NA
0,0,0,0,0,0,0,0,13800,2898000,112035,NA
0,0,0,0,0,0,0,0,17520,7462800,112041,NA
0,0,0,0,0,0,0,0,103560,86319000,112067,NA
0,0,0,0,0,0,0,0,20220,6952500,112098,NA
0,0,0,0,0,0,0,0,40800,25055100,112100,NA
0,0,0,0,0,0,0,0,40140,18188100,125048,NA
0,0,0,0,0,0,0,0,90440.5849084,89808543.258,111906,415.006519076672
0,0,0,0,0,0,0,0,129779.690075,119889815.86,103590,NA
0,0,0,0,0,0,0,58.4308198,193044.242945,247003040.129,125053,378.332736679201
0,0,0,0,0,0,0,0,14700,5281200,112113,NA
0,0,0,0,0,0,0,0,54060,23490000,112126,NA
0,0,0,0,0,0,0,0,56460,28624500,112146,NA
0,0,0,0,0,0,0,0,59820,40961700,112177,NA
0,0,0,0,0,0,0,0,72480,69003900,112203,NA
0,0,0,0,0,0,0,0,98373.0030178,96711281.0838,112204,NA
0,0,0,0,0,0,0,0,150060,167535000,112209,400.02862006217
0,0,0,0,0,0,0,0,134092.306763,148119755.393,112212,406.671189914696
0,0,0,0,0,0,0,0,38580,17814600,112213,414.626439973635
0,0,0,0,0,0,0,0,184869.816166,167638643.082,125054,381.466647249158
0,0,0,0,0,0,0,45.82883812,30264.8528137,10872900,112214,389.176831941415
0,0,0,0,0,0,0,0,27180,10655100,118129,413.235905539417
0,0,0,0,0,0,0,0,37620,17351100,118263,433.666344402478
0,0,0,0,0,0,0,0,24060,5831100,118554,380.593282919494
0,0,0,0,0,0,0,0,26040,8149500,118594,408.748723721517
0,0,0,0,0,0,0,0,36588.0330799,19318260.936,123099,407.028122266001
0,0,0,0,0,0,0,0,25380,10886400,118908,355.926891861769
0,0,0,0,0,0,0,0,15840,5517900,118937,370.240070891174
0,0,0,0,0,0,0,0,344820,111613500,118940,359.694238971501
0,0,0,0,0,0,0,0,44100,12582000,123556,418.517811678338
0,0,0,0,0,0,0,0,88620,103204800,119336,381.649169164465
0,0,0,0,0,0,0,0,17640,6190200,119436,347.152385062761
0,0,0,0,0,0,0,0,5520,950400,119813,357.513298352559
0,0,0,0,0,0,0,0,44040,39087000,119958,349.893908300714
0,0,0,0,0,0,0,0,40800,25079400,120000,414.698857670958
0,0,0,0,0,0,0,0,212460,233131500,120001,404.620290073781
0,0,0,0,0,0,0,78.93607146,116100,156527100,118908,396.950637116133
0,0,0,0,0,0,0,122.04868607,382500,213801300,119095,385.321710513825
0,0,0,0,0,0,0,0,16800,5907600,120048,426.646231861103
0,0,0,0,0,0,0,0,53220,29300400,120051,422.756543172725
0,0,0,0,0,0,0,0,256380,449780400,120063,392.317096815342
0,0,0,0,0,0,0,0,54840,59898600,120068,420.075991425387
0,0,0,0,0,0,0,0,338940,679981500,120075,403.980293417202
0,0,0,0,0,0,0,0,57780,55412100,120104,402.513403734787
0,0,0,0,0,0,0,0,49740,31066200,120113,405.589092413555
0,0,0,0,0,0,0,0,30180,7695900,120122,410.454642470602
0,0,0,0,0,0,0,105.86342277,589980,286475400,120123,373.591177670445
0,0,0,0,0,0,0,0,244080,105102900,120190,363.410353334939
0,0,0,0,0,0,0,0,19920,3968100,120193,380.053836011811
0,0,0,0,0,0,0,0,56880,36128700,120202,402.887912714609
0,0,0,0,0,0,0,0,209220,379082700,120206,384.961311320628
0,0,0,0,0,0,0,0,65460,42255900,120219,358.042079547816
0,0,0,0,0,0,0,0,116700,193605300,120224,357.804375102148
0,0,0,0,0,0,0,0,84060,97929900,120238,371.001999608839
0,0,0,0,0,0,0,0,47100,18067500,120261,395.136098815233
0,0,0,0,0,0,0,215.01835001,115800,43375500,120265,364.11769942153
0,0,0,0,0,0,0,242.16042866,54154.4892,43667078.634,120305,343.732417058586
0,0,0,0,0,0,0,0,28440,14680800,120293,379.091289443558
0,0,0,0,0,0,0,0,148260,209711700,120294,389.34393240375
0,0,0,0,0,0,0,0,36540,22219200,120296,362.531371551139
0,0,0,0,0,0,0,0,62520,70486200,120298,366.527344226561
0,0,0,0,0,0,0,0,69540,59384700,120304,365.491713114757
0,0,0,0,0,0,0,0,213660,208212300,120308,376.502474810738
0,0,0,0,0,0,0,0,29220,15658200,120320,404.429028339257
0,0,0,0,0,0,0,0,239399.866514,288449097.022,123478,402.167014688407
0,0,0,0,0,0,0,0,30900,18898200,123500,412.441612469649
0,0,0,0,0,0,0,107.5726,77688.0330799,49174439.064,123507,403.067116209578
0,0,0,0,0,0,0,0,73140,36423000,123522,412.806474465949
0,0,0,0,0,0,0,0,21600,7717500,123524,416.780865990998
0,0,0,0,0,0,0,0,54600,37788300,123539,410.204054430225
0,0,0,0,0,0,0,0,58440,42865200,123548,416.065136261128
0,0,0,0,0,0,0,291.53878796,59100,14993100,123552,421.781640628297
0,0,0,0,0,0,0,0,65760,48309300,123555,406.863918114907
0,0,0,0,0,0,0,0,73320,73444500,123557,410.710279787762
0,0,0,0,0,0,0,0,44640,19685700,123568,401.391228177358
0,0,0,0,0,0,0,0,6720,903600,123619,413.752936344223
0,0,0,0,0,0,0,0,43560,15744600,123623,400.783668883531
0,0,0,0,0,0,0,0,163080,137607300,125146,396.941949461964
0,0,0,0,0,0,0,0,91140,68865300,125147,412.004673307415
0,0,0,0,0,0,0,0,7020,1427400,120525,384.03981928206
0,0,0,0,0,0,0,0,35820,6392700,103631,367.719619813276
0,0,0,0,0,0,0,0,23700,9912600,120914,337.650962238024
0,0,0,0,0,0,0,0,8100,2011500,120924,328.537857021528
0,0,0,0,0,0,0,0,7740,1618200,120966,333.543763072658
0,0,0,0,0,0,0,0,31440,8946900,103968,365.264598975751
0,0,0,0,0,0,0,0,9660,1852200,104043,375.071887239655
0,0,0,0,0,0,0,0,25380,9680400,104112,361.473343355144
0,0,0,0,0,0,0,0,6960,1186200,104148,341.169719736565
0,0,0,0,0,0,0,0,24600,8190000,104264,413.050018206586
0,0,0,0,0,0,0,0,14160,4815900,104299,389.355163374608
0,0,0,0,0,0,0,0,11220,2915100,104306,406.583163811124
0,0,0,0,0,0,0,0,19860,7137000,104421,349.402300001725
0,0,0,0,0,0,0,0,11160,4110300,104423,422.905999838719
0,0,0,0,0,0,0,0,24600,11345400,104465,341.558558112266
0,0,0,0,0,0,0,0,18780,7257600,104847,353.899261353507
0,0,0,0,0,0,0,0,20400,6460200,104870,379.19626212047
0,0,0,0,0,0,0,0,3360,424800,104886,347.48855894703
0,0,0,0,0,0,0,131.13199187,64184.3662717,51733879.2234,105216,362.127302237023
0,0,0,0,0,0,0,0,9420,2790900,104964,NA
0,0,0,0,0,0,0,0,12720,3745800,105089,NA
0,0,0,0,0,0,0,0,25380,13486500,105120,380.071993123495
0,0,0,0,0,0,0,0,39720,29902500,105124,376.698851614125
0,0,0,0,0,0,0,0,32220,14125500,105133,373.751800754884
0,0,0,0,0,0,0,0,112358.911756,115605450,105154,334.306311481622
0,0,0,0,0,0,0,0,67027.9385713,45869522.475,105160,330.910243726897
0,0,0,0,0,0,0,0,99720,75818700,105161,392.107667449438
0,0,0,0,0,0,0,0,22380,9659700,105178,354.017417837343
0,0,0,0,0,0,0,0,34500,25077600,105217,347.670460748359
0,0,0,0,0,0,0,0,72120,73985400,105226,348.732223559007
0,0,0,0,0,0,0,0,52680,25813800,121057,349.266478351582
0,0,0,0,0,0,0,0,19020,7333200,121074,389.359753862923
0,0,0,0,0,0,0,0,46380,32806800,121089,381.197027577506
0,0,0,0,0,0,0,0,31440,11123100,121102,391.81003328878
0,0,0,0,0,0,0,0,67717.1893422,73330262.4465,121143,370.117528759169
0,0,0,0,0,0,0,0,16500,5720400,121184,355.339652098073
0,0,0,0,0,0,0,0,48900,32500800,121186,343.928701440478
0,0,0,0,0,0,0,0,55740,33642000,121196,334.865069030634
0,0,0,0,0,0,0,0,41760,23632200,125073,344.582825051047
0,0,0,0,0,0,0,0,115106.289387,122890500,125069,335.567423141956
0,0,0,0,0,0,0,0,66180,60512400,125075,328.261216633804
0,0,0,0,0,0,0,0,91800,79494300,125076,343.166913234015
0,0,0,0,0,0,0,0,239163.843706,311419350,121174,330.263975433281
0,0,0,0,0,0,0,0,28440,13342500,105269,376.967459078657
0,0,0,0,0,0,0,0,80040,70734600,105275,337.907319331762
0,0,0,0,0,0,0,0,9960,2436300,105276,416.939749169182
0,0,0,0,0,0,0,0,107100,58886100,105284,393.607058837604
0,0,0,0,0,0,0,0,45000,21274200,105329,412.44855706544
0,0,0,0,0,0,0,0,10860,3628800,105336,391.845434809488
0,0,0,0,0,0,0,0,58140,44068500,105350,416.911134071471
0,0,0,0,0,0,0,0,18300,6156900,105407,388.620303656549
0,0,0,0,0,0,0,0,53460,41726700,105426,350.730612998756
0,0,0,0,0,0,0,0,80340,51006600,105452,347.112578751764
0,0,0,0,0,0,0,0,14820,4524300,105490,355.971471206364
0,0,0,0,0,0,0,0,155118.166538,122268600,105517,337.153406513531
0,0,0,0,0,0,0,0,6300,1160100,105532,342.509301824104
0,0,0,0,0,0,0,0,22380,9097200,105546,382.902965930596
0,0,0,0,0,0,0,0,79200,43623000,105695,347.450236318882
0,0,0,0,0,0,0,0,14220,4122900,105731,368.501852818697
0,0,0,0,0,0,0,0,235560,226144800,105739,362.894575060533
0,0,0,0,0,0,0,0,47640,24755400,105810,372.048405011748
0,0,0,0,0,0,0,0,190260,162945900,105814,NA
0,0,0,0,0,0,0,0,41760,34054200,105828,338.708432550278
0,0,0,0,0,0,0,0,113160,80634600,105879,NA
0,0,0,0,0,0,0,0,52620,35626500,105881,NA
0,0,0,0,0,0,0,0,153120,228144600,105907,NA
0,0,0,0,0,0,0,0,153780,204071400,125079,369.965953299881
0,0,0,0,0,0,0,0,13920,4851900,124051,389.004295613765
0,0,0,0,0,0,0,0,49380,22508100,124255,410.946112498866
0,0,0,0,0,0,0,0,36558.0441153,26789400,124260,391.123949842012
0,0,0,0,0,0,0,0,24360,14915700,121210,395.94471485044
0,0,0,0,0,0,0,0,76680,19073700,124419,396.066208137017
0,0,0,0,0,0,0,66.99516969,12360,2049300,124484,366.563254147388
0,0,0,0,0,0,0,0,22500,8283600,124492,384.930466557006
0,0,0,0,0,0,0,0,18660,7449300,124766,391.979048596788
0,0,0,0,0,0,0,0,9960,2290500,105941,376.465693061994
0,0,0,0,0,0,0,0,37860,16200900,112393,377.848790418557
0,0,0,0,0,0,0,11.63380536,22260,9512100,112418,380.12481130152
0,0,0,0,0,0,0,0,41100,31060800,112575,374.110568590831
0,0,0,0,0,0,0,85.6631327,23820,5072400,112580,376.496898957057
0,0,0,0,0,0,0,0,36480,12865500,112701,382.727253322326
0,0,0,0,0,0,0,0,102720,38382300,112709,364.207797906203
0,0,0,0,0,0,0,0,8760,1697400,112757,376.299052330495
0,0,0,0,0,0,0,0,44760,6714900,112838,359.263134162718
0,0,0,0,0,0,0,0,40620,17470800,124999,368.648575258285
0,0,0,0,0,0,0,0,1525020,3212408700,112418,370.447178950737
0,0,0,0,0,0,0,257.46341291,22440,3195900,112633,371.442825467779
0,0,0,0,0,0,0,114.89295966,170700,55540800,112717,374.24676532513
0,0,0,0,0,0,0,0,52740,25934400,112776,392.6962348328
0,0,0,0,0,0,0,107.69855,20820,3370500,112797,367.754311404464
0,0,0,0,0,0,0,0,62880,48703500,112852,382.419040892324
0,0,0,0,0,0,0,0,41520,27989100,112872,380.633176660011
0,0,0,0,0,0,0,0,72780,69275700,112876,378.127532355556
0,0,0,0,0,0,0,0,148980,186378300,112878,372.535704417537
0,0,0,0,0,0,0,0,94800,58129200,112887,367.47231872005
0,0,0,0,0,0,0,0,18900,5327100,112911,377.669981579943
0,0,0,0,0,0,0,0,148980,188527500,112916,377.959446999489
0,0,0,0,0,0,0,0,371880,555987600,112932,376.572415558795
0,0,0,0,0,0,0,0,88500,63414000,112943,374.572912478978
0,0,0,0,0,0,0,0,15360,4886100,112967,386.041276005316
0,0,0,0,0,0,0,0,43320,24310800,112978,406.446660577747
0,0,0,0,0,0,0,80.129325,100592.132034,72908550,124920,398.570062171098
0,0,0,0,0,0,0,0,56700,27186300,124855,382.437490980205
0,0,0,0,0,0,0,0,44520,19391400,124864,402.320720199885
0,0,0,0,0,0,0,0,193980,221164200,124868,389.103697401904
0,0,0,0,0,0,0,0,126480,80642700,124871,403.386247253199
0,0,0,0,0,0,0,0,54180,26532900,124877,392.439470513634
0,0,0,0,0,0,0,0,61020,29927700,124894,401.73969819144
0,0,0,0,0,0,0,0,25380,14731200,124976,399.651906963433
0,0,0,0,0,0,0,0,50760,14166000,125096,412.915672891658
0,0,0,0,0,0,0,0,26700,15001200,125109,369.456643743769
0,0,0,0,0,0,0,0,4876.15545052,547336.278323,117115,360.30003902429
0,0,0,0,0,0,0,0,3877.18934221,452637.5535,121141,362.325458928558
0,0,0,0,0,0,0,0,28064.3662717,11017720.7766,103932,351.151484411695
0,0,0,0,0,0,0,0,14033.3333486,3598477.82396,108803,NA
0,0,0,0,0,0,0,0,12697.0820393,3492900,110019,NA
0,0,0,0,0,0,0,0,5373.00301776,933318.916187,111972,NA
0,0,0,0,0,0,0,0,10538.5651816,2399576.1645,110604,404.378096778681
0,0,0,0,0,0,0,0,6119.86651397,837902.9775,122834,401.912576284111
0,0,0,0,0,0,0,0,14859.2795926,5922916.7895,102811,377.919144216995
0,0,0,0,0,0,0,0,8772.25535842,1875237.30988,112651,371.040730545446
0,0,0,0,0,0,0,0,6214.4892,996321.366,120284,341.803123487868
0,0,0,0,0,0,0,0,19815.8794493,6192029.22627,102502,NA
0,0,0,0,0,0,0,0,27029.0268151,10602327.525,105163,324.921706069235
0,0,0,0,0,0,87663,0,79860,32988600,0,NA
0,0,0,0,0,0,87835,93.50255711,21360,376200,0,NA
0,0,0,0,0,0,101217,0,6720,978300,0,NA
0,0,0,0,0,0,101218,0,32700,14233500,0,NA
0,0,0,0,0,0,101220,0,19200,7400700,0,NA
0,0,0,0,0,0,101222,16.9075,6720,1053000,0,NA
0,0,0,0,0,0,101223,97.35585189,1227600,865899000,0,NA
0,0,0,0,0,0,88702,0,29700,10218600,0,NA
0,0,0,0,0,0,88933,0,52260,33935400,0,NA
0,0,0,0,0,0,88950,0,155640,87077700,0,NA
0,0,0,0,0,0,88966,0,3720,432000,0,NA
0,0,0,0,0,0,88968,0,8640,2370600,0,NA
0,0,0,0,0,0,88991,0,31080,17991000,0,NA
0,0,0,0,0,0,89084,0,115440,81858600,0,NA
0,0,0,0,0,0,88723,0,209737.082039,200862000,0,NA
0,0,0,0,0,0,88203,181.5310206,31080,2265300,0,NA
0,0,0,0,0,0,89366,95.38244959,155381.991559,185015214.397,0,NA
0,0,0,0,0,0,89118,0,15240,6498900,0,NA
0,0,0,0,0,0,89207,0,11160,3363300,0,NA
0,0,0,0,0,0,89278,0,13620,4548600,0,NA
0,0,0,0,0,0,89283,0,8640,1599300,0,NA
0,0,0,0,0,0,89286,0,16920,6563700,0,NA
0,0,0,0,0,0,89296,0,6420,1269000,0,NA
0,0,0,0,0,0,89306,0,19200,9603000,0,NA
0,0,0,0,0,0,89322,0,14580,6212700,0,NA
0,0,0,0,0,0,89327,0,31260,11585700,0,NA
0,0,0,0,0,0,89362,0,119880,118592100,0,NA
0,0,0,0,0,0,90308,44.04725421,13440,218700,0,NA
0,0,0,0,0,0,90314,22.89222245,151500,2527200,0,NA
0,0,0,0,0,0,90349,0,202680,327402000,0,NA
0,0,0,0,0,0,90354,0,171540,160909200,0,NA
0,0,0,0,0,0,90374,0,36300,16970400,0,NA
0,0,0,0,0,0,90387,0,389040,206318700,0,NA
0,0,0,0,0,0,90433,0,25140,10784700,0,NA
0,0,0,0,0,0,90472,0,101160,52546500,0,NA
0,0,0,0,0,0,90494,0,38400,23325300,0,NA
0,0,0,0,0,0,90495,0,36420,13372200,0,NA
0,0,0,0,0,0,90498,0,26640,12316500,0,NA
0,0,0,0,0,0,90505,0,25980,12489300,0,NA
0,0,0,0,0,0,90521,0,44640,24802200,0,NA
0,0,0,0,0,0,90525,0,31920,11450700,0,NA
0,0,0,0,0,0,90532,0,16440,5810400,0,NA
0,0,0,0,0,0,90538,0,8340,2047500,0,NA
0,0,0,0,0,0,90544,0,127740,46307700,0,NA
0,0,0,0,0,0,90548,0,283080,243054000,0,NA
0,0,0,0,0,0,90592,0,96407.0148,71751150,0,NA
0,0,0,0,0,0,90606,0,20040,6115500,0,NA
0,0,0,0,0,0,90660,57.6280541,18462.4264069,6251850,0,NA
0,0,0,0,0,0,90674,0,98640,47982600,0,NA
0,0,0,0,0,0,90702,0,21180,5130000,0,NA
0,0,0,0,0,0,90711,0,26100,14575500,0,NA
0,0,0,0,0,0,90717,0,19500,7105500,0,NA
0,0,0,0,0,0,90775,0,6240,1293300,0,NA
0,0,0,0,0,0,90817,39.85407746,14464.5883931,6025500,0,NA
0,0,0,0,0,0,90839,0,35520,16260300,0,NA
0,0,0,0,0,0,90995,0,5640,967500,0,NA
0,0,0,0,0,0,91316,0,16380,4572900,0,NA
0,0,0,0,0,0,91441,0,9240,1638900,0,NA
0,0,0,0,0,0,92664,0,17460,6427800,0,NA
0,0,0,0,0,0,92923,0,6180,803700,0,NA
0,0,0,0,0,0,93542,0,11040,3444300,0,NA
0,0,0,0,0,0,93551,0,216240,148396500,0,NA
0,0,0,0,0,0,93633,0,18660,7227000,0,NA
0,0,0,0,0,0,93671,0,14520,4833000,0,NA
0,0,0,0,0,0,93678,0,26760,11853000,0,NA
0,0,0,0,0,0,93684,0,84480,44022600,0,NA
0,0,0,0,0,0,93714,0,34140,14802300,0,NA
0,0,0,0,0,0,93717,0,102000,68064300,0,NA
0,0,0,0,0,0,93722,0,88560,72324900,0,NA
0,0,0,0,0,0,93729,0,59880,23880600,0,NA
0,0,0,0,0,0,93762,0,74760,48629700,0,NA
0,0,0,0,0,0,93786,0,115620,80397000,0,NA
0,0,0,0,0,0,93810,0,17820,4632300,0,NA
0,0,0,0,0,0,93899,0,17580,6822000,0,NA
0,0,0,0,0,0,93907,0,37560,24023700,0,NA
0,0,0,0,0,0,94005,0,38640,16845300,0,NA
0,0,0,0,0,0,94082,0,29100,11439000,0,NA
